id	geonames_id	name	latitude	longitude	population	feature_code
plc_01m0n2yy0evz1vnmzg9h0xb43h	146839	Akrotiri	34.60088	32.95536	684	PPL
plc_01m0n2yy0evz1vnmzg9kk07nv3	2633326	Zeals	51.08558	-2.3123	658	PPL
plc_01m0n2yy0evz1vnmzg9ntpx7tt	2633337	Ystalyfera	51.76716	-3.78082	10218	PPL
plc_01m0n2yy0evz1vnmzg9sd385qv	2633344	Yoxford	52.26819	1.50681	726	PPL
plc_01m0n2yy0evz1vnmzg9vv748rb	2633345	Yoxall	52.76659	-1.79068	1638	PPL
plc_01m0n2yy0evz1vnmzg9ysgqaq8	2633346	Youlgreave	53.17399	-1.69044	1018	PPL
plc_01m0n2yy0evz1vnmzg9zxvr49p	2633352	York	53.95763	-1.08271	156135	PPLA2
plc_01m0n2yy0evz1vnmzga2008g9q	2633366	Yetminster	50.89579	-2.57959	1105	PPL
plc_01m0n2yy0evz1vnmzga5qwkz18	2633373	Yeovil	50.94159	-2.63211	50176	PPL
plc_01m0n2yy0evz1vnmzga6t25svp	2633382	Yelverton	50.4929	-4.08382	3627	PPL
plc_01m0n2yy0evz1vnmzga8d671rt	2633383	Yelvertoft	52.37335	-1.12154	764	PPL
plc_01m0n2yy0evz1vnmzgaafcvstd	2633394	Yealmpton	50.34856	-3.99877	1677	PPL
plc_01m0n2yy0evz1vnmzgac0pnfgk	2633397	Yeadon	53.86437	-1.68743	37379	PPL
plc_01m0n2yy0evz1vnmzgadzb9vf3	2633399	Yaxley	52.51768	-0.25852	9174	PPL
plc_01m0n2yy0evz1vnmzgahxzy0ng	2633402	Yatton Keynell	51.48612	-2.19337	825	PPL
plc_01m0n2yy0evz1vnmzgaj4jnqh5	2633404	Yatton	51.38839	-2.82353	10251	PPLA3
plc_01m0n2yy0evz1vnmzgajgmh52h	2633406	Yate	51.54074	-2.41839	23703	PPL
plc_01m0n2yy0evz1vnmzgan9mn952	2633412	Yarnton	51.80448	-1.31149	2545	PPL
plc_01m0n2yy0evz1vnmzgapkaerwe	2633414	Yarmouth	50.70529	-1.49929	912	PPLA3
plc_01m0n2yy0evz1vnmzgarq9nev4	2633415	Yarm	54.50364	-1.35793	19184	PPLA3
plc_01m0n2yy0evz1vnmzgatgzg3t2	2633418	Yardley Hastings	52.2055	-0.73488	745	PPL
plc_01m0n2yy0evz1vnmzgavc8qqra	2633422	Yapton	50.8209	-0.613	5459	PPL
plc_01m0n2yy0evz1vnmzgawd97kj3	2633424	Yalding	51.22387	0.4292	1365	PPLA4
plc_01m0n2yy0evz1vnmzgb027qf99	2633445	Wymondham	52.75978	-0.74055	500	PPLA4
plc_01m0n2yy0evz1vnmzgb3fr4mf7	2633448	Wymeswold	52.80536	-1.11288	1296	PPL
plc_01m0n2yy0evz1vnmzgb6yh7g1g	2633453	Wylam	54.97654	-1.82187	1412	PPL
plc_01m0n2yy0evz1vnmzgb9sw0nvc	2633460	Wye	51.18249	0.93678	1915	PPL
plc_01m0n2yy0evz1vnmzgbd99paga	2633466	Wybunbury	53.04542	-2.45207	854	PPL
plc_01m0n2yy0evz1vnmzgbdzkbkkj	2633474	Wroxall	52.33791	-1.66898	1927	PPL
plc_01m0n2yy0evz1vnmzgbe8pbns7	2633475	Wroxall	50.61625	-1.22292	1753	PPL
plc_01m0n2yy0evz1vnmzgbep71c4k	2633476	Wroughton	51.52411	-1.79559	6474	PPL
plc_01m0n2yy0evz1vnmzgbf5hnmy1	2633478	Wrotham	51.30856	0.30899	1921	PPL
plc_01m0n2yy0evz1vnmzgbgrs88ga	2633481	Writtle	51.72906	0.42938	4840	PPL
plc_01m0n2yy0evz1vnmzgbkgxaat2	2633482	Wrington	51.36173	-2.76319	1918	PPL
plc_01m0n2yy0evz1vnmzgbmr7ew30	2633485	Wrexham	53.04664	-2.99132	65692	PPLA2
plc_01m0n2yy0evz1vnmzgbnq39x1j	2633486	Wrestlingworth	52.11041	-0.16342	591	PPL
plc_01m0n2yy0evz1vnmzgbqvyfaaz	2633488	Wrentham	52.38367	1.66692	830	PPLA4
plc_01m0n2yy0evz1vnmzgbqwxnxk3	2633495	Wrea Green	53.77651	-2.91573	1373	PPL
plc_01m0n2yy0evz1vnmzgbtk3rpwa	2633499	Wrawby	53.56672	-0.46194	1469	PPL
plc_01m0n2yy0evz1vnmzgby0vqqgh	2633501	Wrangle	53.03935	0.12989	887	PPL
plc_01m0n2yy0evz1vnmzgc12hvvtc	2633504	Wragby	53.28333	-0.3	1768	PPL
plc_01m0n2yy0evz1vnmzgc16dj8w3	2633508	Wouldham	51.34986	0.45816	1253	PPL
plc_01m0n2yy0evz1vnmzgc4eq9djr	2633511	Wotton-under-Edge	51.63242	-2.34512	5627	PPL
plc_01m0n2yy0evz1vnmzgc5vmjzc8	2633513	Worton	51.31611	-2.04111	624	PPLA3
plc_01m0n2yy0evz1vnmzgc834r1md	2633521	Worthing	50.81795	-0.37538	113866	PPL
plc_01m0n2yy0evz1vnmzgc8pzcrmy	2633525	Worth	51.25633	1.3484	634	PPL
plc_01m0n2yy0evz1vnmzgcazsgyzh	2633540	Worminghall	51.77043	-1.07365	534	PPL
plc_01m0n2yy0evz1vnmzgcegq6qfy	2633544	Worlingworth	52.26912	1.25383	802	PPL
plc_01m0n2yy0evz1vnmzgcj4mmnf2	2633545	Worlington	52.33505	0.48748	526	PPL
plc_01m0n2yy0evz1vnmzgcm68xf5h	2633549	Worlaby	53.6113	-0.46685	547	PPLA3
plc_01m0n2yy0evz1vnmzgcpnc6vhw	2633551	Worksop	53.30182	-1.12404	44733	PPL
plc_01m0n2yy0evz1vnmzgcqnhxt7g	2633553	Workington	54.6425	-3.54413	21275	PPL
plc_01m0n2yy0evz1vnmzgct4fckt0	2633561	Worcester Park	51.37992	-0.24445	16031	PPL
plc_01m0n2yy0evz1vnmzgcttdvxe3	2633563	Worcester	52.18935	-2.22001	101659	PPLA2
plc_01m0n2yy0evz1vnmzgcxnjmdza	2633571	Royal Wootton Bassett	51.5419	-1.9045	11265	PPL
plc_01m0n2yy0evz1vnmzgd0y81efb	2633575	Wootton	52.09525	-0.53494	4344	PPLA3
plc_01m0n2yy0evz1vnmzgd3kf8ch1	2633577	Wootton	51.1738	1.1794	4467	PPL
plc_01m0n2yy0evz1vnmzgd3zc7wez	2633578	Wootton	50.72847	-1.23536	4231	PPL
plc_01m0n2yy0evz1vnmzgd70kgjvp	2633580	Woore	52.97701	-2.40235	633	PPL
plc_01m0n2yy0evz1vnmzgd9etp6zv	2633586	Woolton	53.37401	-2.87	12921	PPL
plc_01m0n2yy0evz1vnmzgdc9wt611	2633591	Woolston	50.89305	-1.37801	13852	PPLX
plc_01m0n2yy0evz1vnmzgdcr2hmd8	2633595	Woolpit	52.22454	0.88826	1753	PPL
plc_01m0n2yy0evz1vnmzgdg8e9k0p	2633603	Woolfardisworthy	50.96465	-4.37702	783	PPL
plc_01m0n2yy0evz1vnmzgdh8twwxx	2633606	Wooler	55.54755	-2.01186	1983	PPL
plc_01m0n2yy0evz1vnmzgdjwn38v1	2633607	Woolaston	51.6991	-2.58801	820	PPL
plc_01m0n2yy0evz1vnmzgdnh2t0sm	2633608	Woolacombe	51.17296	-4.20689	840	PPL
plc_01m0n2yy0evz1vnmzgdp11a32q	2633609	Wool	50.67966	-2.2189	2724	PPL
plc_01m0n2yy0evz1vnmzgds2p25xs	2633610	Wookey	51.20972	-2.69225	810	PPL
plc_01m0n2yy0evz1vnmzgdtq770wb	2633617	Woodton	52.49548	1.37617	703	PPL
plc_01m0n2yy0evz1vnmzgdygv123j	2633618	Woodstock	51.8485	-1.35132	3521	PPL
plc_01m0n2yy0evz1vnmzge26gkwsx	2633624	Woodsetts	53.34804	-1.17204	1746	PPL
plc_01m0n2yy0evz1vnmzge34by6cq	2633627	Woodplumpton	53.8073	-2.75915	688	PPL
plc_01m0n2yy0evz1vnmzge4m18mc1	2633647	Woodham Mortimer	51.70911	0.6233	641	PPL
plc_01m0n2yy0evz1vnmzge61k7rvq	2633651	Woodhall Spa	53.15215	-0.21453	4331	PPL
plc_01m0n2yy0evz1vnmzge7hxkt3w	2633653	Wood Green	51.6	-0.11667	28453	PPLA3
plc_01m0n2yy0evz1vnmzge8geprtb	2633655	Woodford Green	51.60938	0.02329	22803	PPL
plc_01m0n2yy0evz1vnmzge9913ys8	2633657	Woodford	52.38231	-0.58099	1461	PPL
plc_01m0n2yy0evz1vnmzged07mkp6	2633664	Woodcote	52.73333	-2.33333	2775	PPL
plc_01m0n2yy0evz1vnmzged22tdse	2633666	Woodchurch	51.07605	0.77346	1074	PPL
plc_01m0n2yy0evz1vnmzgeg8pnx8a	2633671	Woodbridge	52.09332	1.32042	11200	PPL
plc_01m0n2yy0evz1vnmzgekadnt6e	2633675	Wooburn	51.57888	-0.693	4100	PPL
plc_01m0n2yy0evz1vnmzgenbmfkfa	2633681	Wombwell	53.52189	-1.39698	15518	PPL
plc_01m0n2yy0evz1vnmzgenm0anbe	2633683	Wombourne	52.53333	-2.18333	13511	PPL
plc_01m0n2yy0evz1vnmzgeq0g1d3j	2633685	Wolvey	52.48626	-1.36935	845	PPL
plc_01m0n2yy0evz1vnmzgetbhfpeb	2633691	Wolverhampton	52.58547	-2.12296	263700	PPLA2
plc_01m0n2yy0evz1vnmzgewnagsnw	2633692	Wolston	52.37717	-1.39544	2564	PPL
plc_01m0n2yy0evz1vnmzgeyag6hn2	2633694	Wolsingham	54.73085	-1.88319	2503	PPL
plc_01m0n2yy0evz1vnmzgf0f2haht	2633697	Wollaston	52.25794	-0.67038	3491	PPL
plc_01m0n2yy0evz1vnmzgf1f37y1z	2633707	Woldingham	51.28527	-0.03372	1502	PPL
plc_01m0n2yy0evz1vnmzgf2130w6a	2633708	Wokingham	51.4112	-0.83565	41143	PPLA2
plc_01m0n2yy0evz1vnmzgf2w7xacs	2633709	Woking	51.31903	-0.55893	103900	PPL
plc_01m0n2yy0evz1vnmzgf2ykfpj0	2633710	Woburn Sands	52.01579	-0.64982	5074	PPLA3
plc_01m0n2yy0evz1vnmzgf38mx5kw	2633712	Woburn	51.98865	-0.61903	933	PPLA3
plc_01m0n2yy0evz1vnmzgf3vvv0ys	2633717	Wivenhoe	51.85553	0.95796	9567	PPL
plc_01m0n2yy0evz1vnmzgf4efnwes	2633718	Wivelsfield Green	50.96313	-0.07133	1091	PPL
plc_01m0n2yy0evz1vnmzgf7wdstsf	2633720	Wiveliscombe	51.04139	-3.31278	2178	PPL
plc_01m0n2yy0evz1vnmzgfapp52t9	2633721	Witton le Wear	54.67565	-1.77387	567	PPL
plc_01m0n2yy0evz1vnmzgfcxhqsst	2633723	Witton Gilbert	54.80572	-1.63686	2339	PPL
plc_01m0n2yy0evz1vnmzgfevzb1d3	2633726	Wittersham	51.01394	0.70789	776	PPL
plc_01m0n2yy0evz1vnmzgfgma30qe	2633727	Wittering	52.60698	-0.44048	2348	PPLA3
plc_01m0n2yy0evz1vnmzgfj3p9c8d	2633729	Witney	51.7836	-1.4854	29103	PPL
plc_01m0n2yy0evz1vnmzgfmm815bs	2633731	Witley	51.14993	-0.64768	6437	PPL
plc_01m0n2yy0evz1vnmzgfqvr344t	2633744	Withernsea	53.73115	0.03195	6159	PPLA3
plc_01m0n2yy0evz1vnmzgftarnabh	2633745	Witheridge	50.91743	-3.70351	1158	PPL
plc_01m0n2yy0evz1vnmzgfwxad6zk	2633749	Witham	51.80007	0.64038	25353	PPL
plc_01m0n2yy0evz1vnmzgfxys9y5p	2633751	Witchford	52.38699	0.20602	2385	PPL
plc_01m0n2yy0evz1vnmzgg072mnew	2633755	Wistow	52.412	-0.12197	522	PPL
plc_01m0n2yy0evz1vnmzgg2sscy3m	2633765	Wishaw	55.76667	-3.91667	30050	PPL
plc_01m0n2yy0evz1vnmzgg4gvc9fb	2633767	Wisborough Green	51.02308	-0.50604	843	PPL
plc_01m0n2yy0evz1vnmzgg60z87mt	2633771	Wisbech	52.66622	0.15938	32489	PPL
plc_01m0n2yy0evz1vnmzgg6mh3686	2633774	Wirksworth	53.08232	-1.57391	5038	PPL
plc_01m0n2yy0evz1vnmzgg9q32ebd	2633775	Winwick	53.43333	-2.6	2435	PPLA3
plc_01m0n2yy0evz1vnmzggd0mj4k1	2633781	Winthorpe	53.1	-0.78333	650	PPL
plc_01m0n2yy0evz1vnmzggfcqtrgr	2633786	Winterton	53.65497	-0.59885	4899	PPL
plc_01m0n2yy0evz1vnmzggjx7v4zt	2633789	Winteringham	53.68727	-0.59183	1000	PPL
plc_01m0n2yy0evz1vnmzggk94zpjs	2633797	Winterbourne	51.44609	-1.3466	2168	PPLA3
plc_01m0n2yy0evz1vnmzggmke0qh2	2633798	Winterborne Stickland	50.84078	-2.23556	653	PPL
plc_01m0n2yy0evz1vnmzggn9e4p4d	2633801	Winterborne Kingston	50.77788	-2.19762	643	PPL
plc_01m0n2yy0evz1vnmzggr4pxsy0	2633806	Winster	53.1418	-1.64258	600	PPL
plc_01m0n2yy0evz1vnmzggsgkze2h	2633808	Winslow	51.94284	-0.88131	4407	PPL
plc_01m0n2yy0evz1vnmzggtdm2gpb	2633809	Winsham	50.85364	-2.8892	748	PPL
plc_01m0n2yy0evz1vnmzggwbsy675	2633810	Winsford	53.19146	-2.52398	30259	PPLA3
plc_01m0n2yy0evz1vnmzggx8fwpcd	2633818	Winkleigh	50.85581	-3.943	1305	PPL
plc_01m0n2yy0evz1vnmzgh11t8n1d	2633820	Wingrave	51.86494	-0.74244	1389	PPL
plc_01m0n2yy0evz1vnmzgh209dzna	2633821	Wingham	51.27168	1.21463	1303	PPL
plc_01m0n2yy0evz1vnmzgh2dj0npg	2633824	Wingerworth	53.202	-1.43359	6430	PPL
plc_01m0n2yy0evz1vnmzgh5fztksp	2633827	Wingate	54.73242	-1.37896	5134	PPL
plc_01m0n2yy0evz1vnmzgh8n7mxh2	2633830	Wing	51.89524	-0.71956	2589	PPL
plc_01m0n2yy0evz1vnmzgh9my514x	2633834	Winford	51.38333	-2.66111	1165	PPLA3
plc_01m0n2yy0evz1vnmzghbanqy71	2633835	Winfarthing	52.43056	1.0979	503	PPL
plc_01m0n2yy0evz1vnmzghbdw0d28	2633842	Windsor	51.48333	-0.6	31560	PPL
plc_01m0n2yy0evz1vnmzghf44fa03	2633849	Windlesham	51.36509	-0.65476	4194	PPL
plc_01m0n2yy0evz1vnmzghfxy9q37	2633851	Windermere	54.38086	-2.90709	7765	PPL
plc_01m0n2yy0evz1vnmzghgzbwmwh	2633858	Winchester	51.06513	-1.3187	46074	PPLA2
plc_01m0n2yy0evz1vnmzghh7bemmw	2633860	Winchcombe	51.95363	-1.96398	4538	PPL
plc_01m0n2yy0evz1vnmzghk3nswv8	2633861	Wincanton	51.05676	-2.40574	5435	PPL
plc_01m0n2yy0evz1vnmzghnskynqy	2633863	Wimborne Minster	50.78333	-1.98333	15552	PPL
plc_01m0n2yy0evz1vnmzghs7c5251	2633864	Wimblington	52.50925	0.08416	4239	PPL
plc_01m0n2yy0evz1vnmzghte25pzg	2633866	Wimbledon	51.42212	-0.20805	68187	PPLX
plc_01m0n2yy0evz1vnmzghy5vsdkn	2633874	Wilton	51.07926	-1.8621	3579	PPLA3
plc_01m0n2yy0evz1vnmzgj1va3vn9	2633878	Wilstead	52.08088	-0.44889	2177	PPLA3
plc_01m0n2yy0evz1vnmzgj3kx9yyw	2633880	Wilsden	53.82084	-1.85959	5524	PPL
plc_01m0n2yy0evz1vnmzgj5cpfw01	2633883	Wilmslow	53.32803	-2.23148	25725	PPL
plc_01m0n2yy0evz1vnmzgj6wpsbde	2633887	Wilmcote	52.22081	-1.76528	1092	PPL
plc_01m0n2yy0evz1vnmzgj73ydwh2	2633891	Willoughby on the Wolds	52.82199	-1.05502	572	PPL
plc_01m0n2yy0evz1vnmzgja3dasbs	2633894	Williton	51.16236	-3.32208	2644	PPL
plc_01m0n2yy0evz1vnmzgjc6nkkvf	2633896	Willington	54.71667	-1.7	6633	PPL
plc_01m0n2yy0evz1vnmzgje06aghr	2633898	Willington	52.13409	-0.37235	751	PPLA3
plc_01m0n2yy0evz1vnmzgjee0ze4n	2633899	Willingham	53.35	-0.68333	3513	PPL
plc_01m0n2yy0evz1vnmzgjese6xq5	2633900	Willingham	52.31404	0.05776	4015	PPL
plc_01m0n2yy0evz1vnmzgjgftg333	2633907	Willesden	51.53333	-0.23333	44295	PPL
plc_01m0n2yy0evz1vnmzgjhyac5gh	2633912	Willenhall	52.58514	-2.05934	49587	PPL
plc_01m0n2yy0evz1vnmzgjj54nesz	2633914	Willaston	53.2955	-2.99732	2813	PPL
plc_01m0n2yy0evz1vnmzgjmmn84qe	2633915	Willaston	53.06667	-2.48333	2540	PPLA3
plc_01m0n2yy0evz1vnmzgjnt279dc	2633916	Willand	50.88333	-3.36667	3360	PPL
plc_01m0n2yy0evz1vnmzgjsd95gnv	2633925	Wilburton	52.35191	0.17673	1013	PPL
plc_01m0n2yy0evz1vnmzgjwe0e3ph	2633926	Wilberfoss	53.94854	-0.88945	1866	PPL
plc_01m0n2yy0evz1vnmzgjz2365bt	2633927	Wilbarston	52.48636	-0.8033	753	PPL
plc_01m0n2yy0evz1vnmzgk04626fs	2633932	Wigtown	54.86783	-4.44489	900	PPL
plc_01m0n2yy0evz1vnmzgk1bvq29m	2633933	Wigton	54.82482	-3.16114	5831	PPL
plc_01m0n2yy0evz1vnmzgk3gj2314	2633936	Wigston Magna	52.58128	-1.09248	37260	PPL
plc_01m0n2yy0evz1vnmzgk50eh5qc	2633937	Wigmore	52.31474	-2.85802	757	PPLA3
plc_01m0n2yy0evz1vnmzgk887nrk0	2633945	Wigginton	51.78329	-0.63875	804	PPL
plc_01m0n2yy0evz1vnmzgkc4ej0ws	2633948	Wigan	53.54296	-2.63706	175405	PPLA2
plc_01m0n2yy0evz1vnmzgkd10z8cc	2633954	Widnes	53.3618	-2.73406	61464	PPLA2
plc_01m0n2yy0evz1vnmzgkef6v601	2633956	Widford	51.82321	0.05897	534	PPL
plc_01m0n2yy0evz1vnmzgkgvzwnah	2633963	Widdington	51.96103	0.23749	504	PPL
plc_01m0n2yy0evz1vnmzgkhqh3wdn	2633966	Wickwar	51.59404	-2.39968	1717	PPL
plc_01m0n2yy0evz1vnmzgkhv3rxej	2633971	Wickham Market	52.15298	1.36299	2156	PPL
plc_01m0n2yy0evz1vnmzgkjhhznp6	2633972	Wickhambrook	52.17127	0.54846	554	PPL
plc_01m0n2yy0evz1vnmzgkpbga5b9	2633973	Wickham Bishops	51.7783	0.66823	3788	PPL
plc_01m0n2yy0evz1vnmzgksg53pgv	2633974	Wickham	51.44342	-1.432	1958	PPL
plc_01m0n2yy0evz1vnmzgkvr4z9em	2633975	Wickham	50.89924	-1.18815	2060	PPL
plc_01m0n2yy0evz1vnmzgkwp1kxre	2633976	Wickford	51.61101	0.52331	27535	PPL
plc_01m0n2yy0evz1vnmzgkygt8q8s	2633980	Wicken	52.31278	0.29719	698	PPL
plc_01m0n2yy0evz1vnmzgm1txtsn7	2633982	Wick	58.43906	-3.09424	7140	PPL
plc_01m0n2yy0evz1vnmzgm2ngfckc	2633984	Wick	51.45306	-2.42361	1989	PPL
plc_01m0n2yy0evz1vnmzgm6garngb	2633985	Wick	51.43944	-3.54944	698	PPLA3
plc_01m0n2yy0evz1vnmzgm8cs4jjg	2633993	Whyteleafe	51.30808	-0.08429	3315	PPL
plc_01m0n2yy0evz1vnmzgmb2261jj	2633997	Whitworth	53.65601	-2.1771	5798	PPL
plc_01m0n2yy0evz1vnmzgmdfsgqd8	2633999	Whitwell	53.28333	-1.21667	3846	PPL
plc_01m0n2yy0evz1vnmzgmdjjnggy	2634002	Whitwell	50.59844	-1.2642	619	PPL
plc_01m0n2yy0evz1vnmzgmgx1bpej	2634009	Whittlesford	52.11345	0.14969	1536	PPL
plc_01m0n2yy0evz1vnmzgmja3t1p7	2634010	Whittlesey	52.55804	-0.13016	12745	PPL
plc_01m0n2yy0evz1vnmzgmmrqtyrj	2634011	Whittlebury	52.09027	-0.9922	589	PPL
plc_01m0n2yy0evz1vnmzgmpvmskng	2634014	Whittington	52.8732	-3.00304	1481	PPLA3
plc_01m0n2yy0evz1vnmzgmr40dmkb	2634015	Whittington	52.67372	-1.76091	2085	PPL
plc_01m0n2yy0evz1vnmzgmsyt9ssn	2634021	Whitstable	51.3607	1.0257	32196	PPL
plc_01m0n2yy0evz1vnmzgmxe1gsxk	2634032	Whitley Bay	55.03973	-1.44713	38055	PPL
plc_01m0n2yy0evz1vnmzgmxqf7a7m	2634035	Whitland	51.81889	-4.61528	1514	PPLA3
plc_01m0n2yy0evz1vnmzgmzpxw4vj	2634042	Whithorn	54.73232	-4.41559	790	PPL
plc_01m0n2yy0evz1vnmzgn29q6wsr	2634065	Whiteparish	51.01041	-1.64855	1130	PPLA3
plc_01m0n2yy0evz1vnmzgn4zskm1a	2634091	Whitehills	57.6773	-2.57863	1140	PPL
plc_01m0n2yy0evz1vnmzgn6bf3xbz	2634095	Whitehead	54.75371	-5.70933	3697	PPL
plc_01m0n2yy0evz1vnmzgn74gxx6h	2634096	Whitehaven	54.54897	-3.58412	22945	PPL
plc_01m0n2yy0evz1vnmzgn9qk7e57	2634103	Whitefield	53.55	-2.3	23545	PPL
plc_01m0n2yy0evz1vnmzgnbrx9ey6	2634112	Whitechapel	51.51382	-0.06583	14862	PPLX
plc_01m0n2yy0evz1vnmzgnekmkh6r	2634124	Whitchurch	52.96667	-2.68333	10142	PPL
plc_01m0n2yy0evz1vnmzgnh168s26	2634125	Whitchurch	51.8816	-0.83784	932	PPL
plc_01m0n2yy0evz1vnmzgnmqv263t	2634127	Whitchurch	51.51167	-3.22083	13974	PPL
plc_01m0n2yy0evz1vnmzgnqwh1xky	2634135	Whitby	54.48774	-0.61498	13213	PPL
plc_01m0n2yy0evz1vnmzgnt481df4	2634137	Whitburn	55.86667	-3.68333	11490	PPL
plc_01m0n2yy0evz1vnmzgnvwtcsy7	2634138	Whitburn	54.95333	-1.36861	5352	PPL
plc_01m0n2yy0evz1vnmzgnx6pd5cd	2634153	Whimple	50.76649	-3.35655	1173	PPL
plc_01m0n2yy0evz1vnmzgnz8p4jhg	2634155	Whickham	54.94561	-1.67635	16625	PPL
plc_01m0n2yy0evz1vnmzgnzf01dx2	2634156	Whetstone	52.56667	-1.18333	6556	PPL
plc_01m0n2yy0evz1vnmzgp01w2cg0	2634165	Wheldrake	53.89624	-0.96303	1984	PPL
plc_01m0n2yy0evz1vnmzgp3svqwjv	2634170	Wheaton Aston	52.71145	-2.22064	1965	PPL
plc_01m0n2yy0evz1vnmzgp6avqd3p	2634171	Wheatley	51.74731	-1.13936	5574	PPL
plc_01m0n2yy0evz1vnmzgp847pw82	2634172	Wheathampstead	51.81148	-0.29371	4326	PPL
plc_01m0n2yy0evz1vnmzgpbtc76sm	2634187	Whaplode	52.79934	-0.03639	1666	PPL
plc_01m0n2yy0evz1vnmzgpcy3hxpm	2634192	Whalley	53.82209	-2.40712	4754	PPL
plc_01m0n2yy0evz1vnmzgpd29rkfn	2634194	Whaley Bridge	53.33031	-1.9826	5140	PPL
plc_01m0n2yy0evz1vnmzgpdefrj7n	2634200	Whaddon	52.00042	-0.82801	533	PPL
plc_01m0n2yy0evz1vnmzgph4v0637	2634202	Weymouth	50.61448	-2.45991	53416	PPL
plc_01m0n2yy0evz1vnmzgpjz42ame	2634203	Weyhill	51.21925	-1.55015	630	PPL
plc_01m0n2yy0evz1vnmzgpn42re7p	2634204	Weybridge	51.37178	-0.45975	19463	PPL
plc_01m0n2yy0evz1vnmzgpnz4syks	2634206	Weybourne	52.94292	1.14095	543	PPL
plc_01m0n2yy0evz1vnmzgppb2exbs	2634208	Wetwang	54.0175	-0.57738	761	PPLA3
plc_01m0n2yy0evz1vnmzgprs3zmd8	2634212	Wethersfield	51.95358	0.48885	691	PPL
plc_01m0n2yy0evz1vnmzgpszdrryv	2634217	Wetherby	53.92836	-1.38672	13572	PPLA3
plc_01m0n2yy0evz1vnmzgpxgscc9p	2634218	Wetheral	54.88401	-2.83327	1605	PPL
plc_01m0n2yy0evz1vnmzgpy7sjrdc	2634221	West Wratting	52.14265	0.34676	502	PPL
plc_01m0n2yy0evz1vnmzgq03y0rft	2634228	Westwood	51.33462	-2.27975	1162	PPLA3
plc_01m0n2yy0evz1vnmzgq2a75eaw	2634231	West Wittering	50.78076	-0.89573	875	PPL
plc_01m0n2yy0evz1vnmzgq3fk5sy4	2634234	West Wickham	51.36667	-0.01667	14276	PPL
plc_01m0n2yy0evz1vnmzgq463q493	2634236	West Wellow	50.97273	-1.58293	2929	PPL
plc_01m0n2yy0evz1vnmzgq72nt7s0	2634242	West Walton	52.69782	0.17406	1731	PPL
plc_01m0n2yy0evz1vnmzgq8w7tsdy	2634251	West Thurrock	51.47828	0.27672	7795	PPL
plc_01m0n2yy0evz1vnmzgqch244m6	2634265	West Stockwith	53.443	-0.81361	641	PPL
plc_01m0n2yy0evz1vnmzgqeq8vbpx	2634276	West Runton	52.9376	1.24386	815	PPL
plc_01m0n2yy0evz1vnmzgqgzrk6zh	2634288	West Rainton	54.81667	-1.5	2316	PPLA3
plc_01m0n2yy0evz1vnmzgqj44k9f0	2634294	West Pennard	51.14074	-2.64676	670	PPL
plc_01m0n2yy0evz1vnmzgqjahk7z9	2634300	Westonzoyland	51.10854	-2.92843	1686	PPL
plc_01m0n2yy0evz1vnmzgqksn13v2	2634302	Weston upon Trent	52.84835	-1.40119	761	PPL
plc_01m0n2yy0evz1vnmzgqpc5pd5s	2634305	Weston under Penyard	51.90778	-2.53691	670	PPL
plc_01m0n2yy0evz1vnmzgqr8s48ma	2634307	Weston Turville	51.79168	-0.75767	2115	PPL
plc_01m0n2yy0evz1vnmzgqszqsqsr	2634308	Weston-super-Mare	51.34603	-2.97665	82903	PPLA2
plc_01m0n2yy0evz1vnmzgqwwes00a	2634313	Weston on the Green	51.86425	-1.22875	523	PPL
plc_01m0n2yy0evz1vnmzgqxcpxp07	2634317	Westoning	51.9814	-0.49698	2147	PPLA3
plc_01m0n2yy0evz1vnmzgr19d9t13	2634322	Weston	53.06667	-2.4	847	PPLA3
plc_01m0n2yy0evz1vnmzgr31xaryn	2634340	West Molesey	51.39985	-0.37997	18565	PPL
plc_01m0n2yy0evz1vnmzgr54py853	2634341	City of Westminster	51.4975	-0.1357	247614	PPLA3
plc_01m0n2yy0evz1vnmzgr6y2cch2	2634345	West Mersea	51.77798	0.91873	7057	PPL
plc_01m0n2yy0evz1vnmzgr7k3yp4p	2634346	West Meon	51.0124	-1.08833	724	PPL
plc_01m0n2yy0evz1vnmzgr8wnjnjn	2634349	West Malling	51.29273	0.40907	2266	PPL
plc_01m0n2yy0evz1vnmzgrcbyq6we	2634360	West Linton	55.74972	-3.35607	1530	PPL
plc_01m0n2yy0evz1vnmzgrfaren64	2634375	West Kirby	53.37302	-3.18417	7680	PPL
plc_01m0n2yy0evz1vnmzgrhta7b3s	2634378	West Kilbride	55.69004	-4.85771	4760	PPL
plc_01m0n2yy0evz1vnmzgrma2t1r7	2634387	Westhoughton	53.54899	-2.52464	26260	PPL
plc_01m0n2yy0evz1vnmzgrmv4avsr	2634388	West Horsley	51.26033	-0.45563	1276	PPL
plc_01m0n2yy0evz1vnmzgrn12rf50	2634392	Westhead	53.56288	-2.84363	795	PPL
plc_01m0n2yy0evz1vnmzgrqtn5f56	2634403	West Ham	51.53333	0.01667	15551	PPL
plc_01m0n2yy0evz1vnmzgrtt76hdc	2634405	West Hallam	52.97093	-1.35846	6314	PPL
plc_01m0n2yy0evz1vnmzgrvrd1g9p	2634407	West Haddon	52.34168	-1.07804	1718	PPL
