id	geonames_id	name	latitude	longitude	population	feature_code
plc_01m0n2yy0fqhe7zdn29k03tqpj	2649433	Findochty	57.69735	-2.90104	1180	PPL
plc_01m0n2yy0fqhe7zdn29p3cxw9s	2649438	Findhorn	57.65718	-3.60846	880	PPL
plc_01m0n2yy0fqhe7zdn29q6fje71	2649439	Findern	52.87037	-1.54409	1669	PPL
plc_01m0n2yy0fqhe7zdn29rtefm0f	2649441	Finchley	51.60096	-0.19518	65812	PPL
plc_01m0n2yy0fqhe7zdn29t05jg4z	2649442	Finchingfield	51.96841	0.45129	711	PPL
plc_01m0n2yy0fqhe7zdn29wr8vxpf	2649445	Finchampstead	51.36149	-0.85728	1034	PPLA3
plc_01m0n2yy0fqhe7zdn29xn86yzc	2649454	Fillongley	52.48252	-1.58727	695	PPL
plc_01m0n2yy0fqhe7zdn2a05yv2vn	2649463	Filey	54.21	-0.28917	6530	PPL
plc_01m0n2yy0fqhe7zdn2a1ra2zmp	2649464	Filby	52.65957	1.64271	765	PPL
plc_01m0n2yy0fqhe7zdn2a27pgwxk	2649512	Ferryside	51.76784	-4.369	846	PPL
plc_01m0n2yy0fqhe7zdn2a2b7488s	2649516	Ferryhill	54.68333	-1.55	9805	PPLA3
plc_01m0n2yy0fqhe7zdn2a2xaw56t	2649517	Ferryden	56.70097	-2.46474	905	PPL
plc_01m0n2yy0fqhe7zdn2a6eq6zk0	2649518	Ferrybridge	53.71058	-1.27948	1491	PPL
plc_01m0n2yy0fqhe7zdn2a743p3sn	2649527	Fernhurst	51.04873	-0.71789	2106	PPL
plc_01m0n2yy0fqhe7zdn2a8m6c2f3	2649528	Fernhill Heath	52.23002	-2.19659	3256	PPL
plc_01m0n2yy0fqhe7zdn2a9naergd	2649531	Ferndale	51.66056	-3.4475	7338	PPLA3
plc_01m0n2yy0fqhe7zdn2aa8jx1jx	2649542	Fenwick	55.65823	-4.44342	1070	PPL
plc_01m0n2yy0fqhe7zdn2adr6asdf	2649549	Fenstanton	52.29903	-0.06712	2639	PPL
plc_01m0n2yy0fqhe7zdn2ah27dbza	2649553	Fenny Compton	52.16725	-1.39157	808	PPL
plc_01m0n2yy0fqhe7zdn2an0t4ycz	2649568	Feltwell	52.48581	0.51945	2635	PPL
plc_01m0n2yy0fqhe7zdn2an6hcxtx	2649569	Felton	55.29768	-1.71143	1126	PPLA3
plc_01m0n2yy0fqhe7zdn2aq0wdsm8	2649570	Felton	51.38889	-2.68278	779	PPL
plc_01m0n2yy0fqhe7zdn2as13etb4	2649571	Feltham	51.4462	-0.41388	63368	PPL
plc_01m0n2yy0fqhe7zdn2at8jxqq0	2649578	Felling	54.95297	-1.57152	34355	PPL
plc_01m0n2yy0fqhe7zdn2ay3dv3am	2649579	Felixstowe	51.96375	1.3511	24521	PPL
plc_01m0n2yy0fqhe7zdn2b03tctks	2649593	Featherstone	53.67688	-1.35647	11060	PPLA3
plc_01m0n2yy0fqhe7zdn2b1mdgasz	2649609	Fazeley	52.61443	-1.6985	7522	PPL
plc_01m0n2yy0fqhe7zdn2b1pn3kt4	2649610	Fazakerley	53.4614	-2.92863	16374	PPL
plc_01m0n2yy0fqhe7zdn2b5jdw87x	2649622	Faversham	51.3148	0.88856	23024	PPL
plc_01m0n2yy0fqhe7zdn2b89m7b5z	2649624	Fauldhouse	55.82749	-3.70741	4840	PPL
plc_01m0n2yy0fqhe7zdn2bc3762dy	2649644	Farrington Gurney	51.29774	-2.52913	901	PPL
plc_01m0n2yy0fqhe7zdn2bg0p9587	2649650	Farnworth	53.55	-2.4	25680	PPL
plc_01m0n2yy0fqhe7zdn2bjy02bdc	2649652	Farnsfield	53.10223	-1.0332	2566	PPL
plc_01m0n2yy0fqhe7zdn2bmcp0fr5	2649657	Farnham Royal	51.54208	-0.61584	6187	PPL
plc_01m0n2yy0fqhe7zdn2bqew21f6	2649660	Farnham	51.21444	-0.80054	36971	PPLA4
plc_01m0n2yy0fqhe7zdn2bqxwsqbw	2649666	Farndon	53.05	-0.85	2506	PPL
plc_01m0n2yy0fqhe7zdn2br82chdh	2649669	Farnborough	52.14289	-1.36926	2154	PPL
plc_01m0n2yy0fqhe7zdn2btmxxwb7	2649671	Farnborough	51.35948	0.06905	9033	PPL
plc_01m0n2yy0fqhe7zdn2bwba6jhm	2649672	Farnborough	51.29424	-0.75565	60652	PPL
plc_01m0n2yy0fqhe7zdn2byqm9z0a	2649674	Farmborough	51.3439	-2.48778	847	PPL
plc_01m0n2yy0fqhe7zdn2c11hp13z	2649686	Faringdon	51.65644	-1.58676	7121	PPL
plc_01m0n2yy0fqhe7zdn2c3ceef2c	2649692	Fareham	50.85162	-1.17929	42210	PPL
plc_01m0n2yy0fqhe7zdn2c46h1hsn	2649715	Falmouth	50.15441	-5.07113	31988	PPLA3
plc_01m0n2yy0fqhe7zdn2c68bz1j5	2649722	Falkland	56.25255	-3.20389	1110	PPL
plc_01m0n2yy0fqhe7zdn2c6t5yewp	2649723	Falkirk	56.0021	-3.78535	35310	PPLA2
plc_01m0n2yy0fqhe7zdn2c9ypb81v	2649730	Fakenham	52.82996	0.8477	8285	PPL
plc_01m0n2yy0fqhe7zdn2cbv5w3tg	2649737	Fairlight	50.87802	0.65669	1516	PPL
plc_01m0n2yy0fqhe7zdn2ceam7y76	2649738	Fairlie	55.75602	-4.85564	1440	PPL
plc_01m0n2yy0fqhe7zdn2cepptgx3	2649741	Fairford	51.70816	-1.78128	3236	PPL
plc_01m0n2yy0fqhe7zdn2chaak1by	2649770	Eythorne	51.1971	1.2662	1520	PPL
plc_01m0n2yy0fqhe7zdn2cmez0rqv	2649774	Eynsham	51.78077	-1.37454	4648	PPL
plc_01m0n2yy0fqhe7zdn2cr6zsdwc	2649775	Eynsford	51.36765	0.21132	2791	PPL
plc_01m0n2yy0fqhe7zdn2cw57bary	2649784	Eyemouth	55.8713	-2.0901	3580	PPL
plc_01m0n2yy0fqhe7zdn2cy2rp309	2649788	Eye	52.608	-0.19209	2875	PPLA3
plc_01m0n2yy0fqhe7zdn2d0k3ec5f	2649789	Eye	52.32055	1.14618	2210	PPL
plc_01m0n2yy0fqhe7zdn2d3882d22	2649794	Eyam	53.28583	-1.67819	969	PPL
plc_01m0n2yy0fqhe7zdn2d4p8t5zf	2649796	Exton	52.69106	-0.63463	607	PPLA3
plc_01m0n2yy0fqhe7zdn2d4xm4x5t	2649799	Exning	52.26642	0.37439	1688	PPL
plc_01m0n2yy0fqhe7zdn2d7w9hs1z	2649800	Exmouth	50.61723	-3.40233	36204	PPL
plc_01m0n2yy0fqhe7zdn2dbg1z234	2649803	Exminster	50.68075	-3.49706	3368	PPL
plc_01m0n2yy0fqhe7zdn2dd14171h	2649805	Exhall	52.46464	-1.48144	2317	PPL
plc_01m0n2yy0fqhe7zdn2ddeqejj7	2649808	Exeter	50.7236	-3.52751	130709	PPLA2
plc_01m0n2yy0fqhe7zdn2dh9es210	2649815	Ewyas Harold	51.95358	-2.89325	1007	PPL
plc_01m0n2yy0fqhe7zdn2dk89eq96	2649817	Ewhurst	51.15448	-0.44344	1653	PPL
plc_01m0n2yy0fqhe7zdn2dkd19f9d	2649820	Ewerby	53.01148	-0.33165	509	PPL
plc_01m0n2yy0fqhe7zdn2dnn8npfv	2649821	Ewenny	51.48183	-3.57367	768	PPL
plc_01m0n2yy0fqhe7zdn2dqjcpa3p	2649830	Evington	52.6	-1.06667	17268	PPL
plc_01m0n2yy0fqhe7zdn2dvgjs9fq	2649833	Evesham	52.09237	-1.94887	27684	PPL
plc_01m0n2yy0fqhe7zdn2dwg8fzgn	2649836	Everton	52.14581	-0.24616	523	PPLA3
plc_01m0n2yy0fqhe7zdn2dwpegw9d	2649842	Evercreech	51.14806	-2.50556	1845	PPL
plc_01m0n2yy0fqhe7zdn2dyj6pfxr	2649843	Evenwood	54.62213	-1.76133	1608	PPL
plc_01m0n2yy0fqhe7zdn2e1fqwbwq	2649851	Evanton	57.66385	-4.34004	1390	PPL
plc_01m0n2yy0fqhe7zdn2e26f57qv	2649852	Euxton	53.6699	-2.67615	7863	PPL
plc_01m0n2yy0fqhe7zdn2e2kz44p0	2649863	Etwall	52.88353	-1.60023	2572	PPL
plc_01m0n2yy0fqhe7zdn2e4g8mt8f	2649873	Eton	51.48833	-0.60905	3025	PPL
plc_01m0n2yy0fqhe7zdn2e6kb45kh	2649886	Eston	54.55932	-1.1434	7005	PPL
plc_01m0n2yy0fqhe7zdn2e6p157dk	2649891	Essendon	51.76322	-0.1548	580	PPL
plc_01m0n2yy0fqhe7zdn2e85jgjt7	2649911	Esher	51.36969	-0.36693	52392	PPL
plc_01m0n2yy0fqhe7zdn2eb62wmrr	2649916	Escrick	53.88001	-1.04344	944	PPL
plc_01m0n2yy0fqhe7zdn2eczqkegk	2649921	Errol	56.39234	-3.21275	1410	PPL
plc_01m0n2yy0fqhe7zdn2eg44xzb6	2649937	Erith	51.48315	0.17484	9811	PPL
plc_01m0n2yy0fqhe7zdn2ekc6as7p	2649955	Epworth	53.52602	-0.82399	4279	PPL
plc_01m0n2yy0fqhe7zdn2em5ahdrc	2649957	Epsom	51.3305	-0.27011	31489	PPL
plc_01m0n2yy0fqhe7zdn2emww5hmt	2649963	Epping	51.69815	0.11055	10695	PPL
plc_01m0n2yy0fqhe7zdn2epze82pv	2649978	Enstone	51.91537	-1.45371	849	PPL
plc_01m0n2yy0fqhe7zdn2esata28k	2649984	Enniskillen	54.34615	-7.64133	14472	PPLA2
plc_01m0n2yy0fqhe7zdn2ewb8pv6a	2649996	Enfield Lock	51.67086	-0.02748	16469	PPL
plc_01m0n2yy0fqhe7zdn2eytkdev8	2649997	Enfield Town	51.65147	-0.08497	156858	PPLA3
plc_01m0n2yy0fqhe7zdn2f13xj5q9	2649999	Endon	53.07687	-2.11297	3221	PPL
plc_01m0n2yy0fqhe7zdn2f438c5gv	2650000	Enderby	52.58778	-1.20619	8113	PPL
plc_01m0n2yy0fqhe7zdn2f77n7q7a	2650004	Emsworth	50.84779	-0.93697	18777	PPL
plc_01m0n2yy0fqhe7zdn2fa32wgz1	2650006	Empingham	52.66722	-0.59601	880	PPLA3
plc_01m0n2yy0fqhe7zdn2fbz4swcp	2650007	Emneth	52.64244	0.20857	2257	PPL
plc_01m0n2yy0fqhe7zdn2ffkgex6f	2650008	Emley	53.61395	-1.6313	1497	PPL
plc_01m0n2yy0fqhe7zdn2fj6fvwje	2650009	Embsay	53.97664	-1.99282	1679	PPL
plc_01m0n2yy0fqhe7zdn2fks34wtp	2650023	Ely	52.39964	0.26196	20574	PPL
plc_01m0n2yy0fqhe7zdn2fm7vsbzq	2650029	Elvington	53.92087	-0.93495	933	PPLA3
plc_01m0n2yy0fqhe7zdn2fp9c7gnn	2650039	Elton	52.53134	-0.39534	679	PPL
plc_01m0n2yy0fqhe7zdn2ft3qj4gj	2650042	Eltham	51.45061	0.05225	48964	PPL
plc_01m0n2yy0fqhe7zdn2fvrqeqq9	2650044	Elsworth	52.2547	-0.07225	566	PPL
plc_01m0n2yy0fqhe7zdn2fwjpt115	2650046	Elswick	53.83836	-2.88147	1079	PPL
plc_01m0n2yy0fqhe7zdn2fxe2rn1b	2650047	Elstree	51.6403	-0.29693	1835	PPL
plc_01m0n2yy0fqhe7zdn2fyzkn6zy	2650049	Elston	53.02446	-0.8693	631	PPL
plc_01m0n2yy0fqhe7zdn2g0ja430b	2650051	Elstead	51.18548	-0.70536	2557	PPL
plc_01m0n2yy0fqhe7zdn2g2ycen8b	2650059	Elsenham	51.91431	0.22934	2272	PPL
plc_01m0n2yy0fqhe7zdn2g6r9ch5c	2650068	Elmswell	52.23616	0.91247	3950	PPL
plc_01m0n2yy0fqhe7zdn2g7v9ch82	2650076	Elmesthorpe	52.56091	-1.31107	509	PPL
plc_01m0n2yy0fqhe7zdn2g9y3hpm2	2650086	Ellon	57.36405	-2.07313	10070	PPL
plc_01m0n2yy0fqhe7zdn2gdxecnjz	2650092	Ellington	52.33256	-0.29938	585	PPL
plc_01m0n2yy0fqhe7zdn2gfhttafe	2650094	Ellingham	52.48084	1.48839	679	PPL
plc_01m0n2yy0fqhe7zdn2gkavrbvs	2650096	Ellesmere Port Town	53.27875	-2.90134	65430	PPL
plc_01m0n2yy0fqhe7zdn2gq2pm0a3	2650097	Ellesmere	52.90838	-2.89806	3686	PPL
plc_01m0n2yy0fqhe7zdn2gt1m0dfn	2650098	Ellesborough	51.7527	-0.79011	544	PPL
plc_01m0n2yy0fqhe7zdn2gvzq2tjx	2650110	Elland	53.6851	-1.83878	15625	PPL
plc_01m0n2yy0fqhe7zdn2gzss61z2	2650113	Elkesley	53.27282	-0.97076	822	PPL
plc_01m0n2yy0fqhe7zdn2h2yn3a9w	2650117	Elie	56.19257	-2.82228	949	PPL
plc_01m0n2yy0fqhe7zdn2h4dtgx8g	2650120	Elham	51.15197	1.1105	911	PPL
plc_01m0n2yy0fqhe7zdn2h6d14s7q	2650122	Elgin	57.64947	-3.31843	25040	PPLA2
plc_01m0n2yy0fqhe7zdn2h9xcyb5e	2650123	Elford	52.69103	-1.72103	632	PPL
plc_01m0n2yy0fqhe7zdn2hccccw4f	2650128	Elderslie	55.83327	-4.48598	5690	PPL
plc_01m0n2yy0fqhe7zdn2hf2v09r1	2650174	Egremont	54.47941	-3.52756	6222	PPL
plc_01m0n2yy0fqhe7zdn2hgq7w8jr	2650184	Eglinton	55.01667	-7.18333	3818	PPL
plc_01m0n2yy0fqhe7zdn2hhxphkqb	2650188	Egham	51.43158	-0.55239	29663	PPL
plc_01m0n2yy0fqhe7zdn2hj6hbfbp	2650191	Egginton	52.85027	-1.60452	574	PPL
plc_01m0n2yy0fqhe7zdn2hkjbsas4	2650197	Edzell	56.80906	-2.65605	900	PPL
plc_01m0n2yy0fqhe7zdn2hprzwyqe	2650200	Edwinstowe	53.19454	-1.06439	5188	PPL
plc_01m0n2yy0fqhe7zdn2hsqwhj01	2650209	Edmonton	51.62561	-0.05798	82000	PPL
plc_01m0n2yy0fqhe7zdn2hwmtx9ac	2650210	Edmondthorpe	52.74991	-0.72604	632	PPL
plc_01m0n2yy0fqhe7zdn2hzrgs88v	2650217	Edith Weston	52.63786	-0.63189	818	PPLA3
plc_01m0n2yy0fqhe7zdn2j02hqef2	2650218	Edington	51.27583	-2.10639	734	PPLA3
plc_01m0n2yy0fqhe7zdn2j3mywv0d	2650222	Edingale	52.70676	-1.68912	632	PPL
plc_01m0n2yy0fqhe7zdn2j4cckhr6	2650225	Edinburgh	55.95206	-3.19648	514990	PPLA
plc_01m0n2yy0fqhe7zdn2j832e6s3	2650227	Edgworth	53.64636	-2.39401	2321	PPL
plc_01m0n2yy0fqhe7zdn2jbrxwgtn	2650228	Edgware	51.6128	-0.27539	9832	PPL
plc_01m0n2yy0fqhe7zdn2je7085tf	2650230	Edgmond	52.774	-2.40967	1080	PPL
plc_01m0n2yy0fqhe7zdn2jh6gqj5g	2650235	Edgcott	51.8917	-1.0096	988	PPL
plc_01m0n2yy0fqhe7zdn2jmrz3azq	2650244	Edenfield	53.66674	-2.30481	2126	PPL
plc_01m0n2yy0fqhe7zdn2jmya5g3k	2650246	Edenbridge	51.19172	0.06729	8172	PPL
plc_01m0n2yy0fqhe7zdn2jpwqa91y	2650265	Eckington	52.06667	-2.11667	1217	PPL
plc_01m0n2yy0fqhe7zdn2jqy2pfpc	2650271	Eccleston	53.64236	-2.72162	4646	PPL
plc_01m0n2yy0fqhe7zdn2jv6w6m4t	2650274	Eccleshall	52.85789	-2.24971	2651	PPL
plc_01m0n2yy0fqhe7zdn2jxsg6f91	2650278	Eccles	53.48333	-2.33333	37275	PPL
plc_01m0n2yy0fqhe7zdn2jyvfjgsf	2650280	Ecclefechan	55.05928	-3.26652	850	PPL
plc_01m0n2yy0fqhe7zdn2k1w9kf84	2650283	Ebchester	54.89261	-1.84188	871	PPL
plc_01m0n2yy0fqhe7zdn2k35mhjhr	2650285	Ebbw Vale	51.77714	-3.20792	33068	PPLA2
plc_01m0n2yy0fqhe7zdn2k6dvwvga	2650293	Eaton Socon	52.21752	-0.28925	5704	PPL
plc_01m0n2yy0fqhe7zdn2k7ejcnea	2650295	Eaton Bray	51.87697	-0.59167	3912	PPL
plc_01m0n2yy0fqhe7zdn2k8tkkvrc	2650299	Eaton	52.85327	-0.81711	648	PPL
plc_01m0n2yy0fqhe7zdn2kadwx1d9	2650301	Ettington	52.13773	-1.60742	1039	PPL
plc_01m0n2yy0fqhe7zdn2kbgv7sqt	2650309	Eastwood	53	-1.3	18612	PPL
plc_01m0n2yy0fqhe7zdn2kc9y1ry5	2650311	East Wittering	50.76969	-0.87444	5647	PPL
plc_01m0n2yy0fqhe7zdn2kee2jnkq	2650312	East Winch	52.72039	0.51241	779	PPL
plc_01m0n2yy0fqhe7zdn2khecav6n	2650314	East Wemyss	56.16018	-3.06422	1970	PPL
plc_01m0n2yy0fqhe7zdn2kj0fekaz	2650325	East Tilbury	51.48053	0.41714	5471	PPL
plc_01m0n2yy0fqhe7zdn2kn2h44ac	2650332	East Stour	51.00761	-2.28501	573	PPL
plc_01m0n2yy0fqhe7zdn2krph5gkd	2650341	Eastry	51.24639	1.30776	2492	PPL
plc_01m0n2yy0fqhe7zdn2krt7m0gj	2650343	East Rudham	52.8207	0.7111	541	PPL
plc_01m0n2yy0fqhe7zdn2ktctbhxy	2650344	Eastrington	53.76038	-0.79325	1147	PPLA3
plc_01m0n2yy0fqhe7zdn2kv0c2sxe	2650346	Retford	53.32213	-0.94315	22023	PPL
plc_01m0n2yy0fqhe7zdn2kx9xq5r1	2650357	East Peckham	51.21234	0.38624	2485	PPL
plc_01m0n2yy0fqhe7zdn2m196zg75	2650361	Easton on the Hill	52.62733	-0.50571	1015	PPL
plc_01m0n2yy0fqhe7zdn2m4njx497	2650368	Easton	50.53333	-2.45	7800	PPL
plc_01m0n2yy0fqhe7zdn2m6r1rqwy	2650376	East Molesey	51.39872	-0.34916	18565	PPL
plc_01m0n2yy0fqhe7zdn2m6y3ba5y	2650377	East Meon	50.9955	-1.03186	871	PPL
plc_01m0n2yy0fqhe7zdn2m7qqd95r	2650379	East Markham	53.25221	-0.89385	1160	PPL
plc_01m0n2yy0fqhe7zdn2maxsvrrq	2650392	East Linton	55.98737	-2.65682	1700	PPL
plc_01m0n2yy0fqhe7zdn2me1j6sj5	2650396	Eastleigh	50.96667	-1.35	54225	PPL
plc_01m0n2yy0fqhe7zdn2mev49ae8	2650397	East Leake	52.83015	-1.18103	6337	PPL
plc_01m0n2yy0fqhe7zdn2mffd92n2	2650405	East Kilbride	55.76412	-4.17669	75310	PPL
plc_01m0n2yy0fqhe7zdn2mgvf4wbn	2650408	East Ilsley	51.52728	-1.29089	538	PPL
plc_01m0n2yy0fqhe7zdn2mm55va8y	2650411	East Horsley	51.27358	-0.43207	5866	PPL
plc_01m0n2yy0fqhe7zdn2mpjr8xab	2650415	East Hoathly	50.92457	0.16308	893	PPL
plc_01m0n2yy0fqhe7zdn2mr5nfxkq	2650422	East Harptree	51.30111	-2.62167	644	PPLA3
plc_01m0n2yy0fqhe7zdn2mvzc3syp	2650424	East Harling	52.43843	0.93353	2142	PPL
plc_01m0n2yy0fqhe7zdn2mw07krcv	2650426	East Hanningfield	51.68277	0.55902	977	PPL
plc_01m0n2yy0fqhe7zdn2mzct2z65	2650427	East Hanney	51.63443	-1.39518	1238	PPL
plc_01m0n2yy0fqhe7zdn2n0bejz87	2650431	East Halton	53.66285	-0.27955	626	PPL
plc_01m0n2yy0fqhe7zdn2n1ad1vf9	2650433	East Haddon	52.30718	-1.02361	643	PPL
plc_01m0n2yy0fqhe7zdn2n522d5dc	2650435	East Grinstead	51.12382	-0.0061	26523	PPL
plc_01m0n2yy0fqhe7zdn2n89dc9kn	2650440	East Garston	51.48915	-1.47918	535	PPL
plc_01m0n2yy0fqhe7zdn2nb6cyayk	2650467	East Dulwich	51.45353	-0.07203	12321	PPLX
plc_01m0n2yy0fqhe7zdn2nc4t5v22	2650470	East Dereham	52.68333	0.93333	19256	PPL
plc_01m0n2yy0fqhe7zdn2ndq720gp	2650471	East Dean	51.03979	-1.60941	1613	PPL
plc_01m0n2yy0fqhe7zdn2ndxj9jj1	2650476	East Cowton	54.42367	-1.52697	533	PPL
plc_01m0n2yy0fqhe7zdn2nga456eg	2650482	Eastchurch	51.40673	0.85766	1135	PPL
plc_01m0n2yy0fqhe7zdn2nj9sb0g7	2650484	East Chevington	55.28333	-1.58333	1751	PPLA3
plc_01m0n2yy0fqhe7zdn2nm50crt7	2650485	East Challow	51.58891	-1.4514	769	PPL
plc_01m0n2yy0fqhe7zdn2npxz0hwv	2650489	East Calder	55.89186	-3.46372	4710	PPL
plc_01m0n2yy0fqhe7zdn2ntx7swrh	2650493	East Budleigh	50.65259	-3.31952	650	PPL
plc_01m0n2yy0fqhe7zdn2nx7xnkv8	2650495	East Bridgford	52.97954	-0.96563	1814	PPL
plc_01m0n2yy0fqhe7zdn2nykzmwvj	2650497	Eastbourne	50.76871	0.28453	101689	PPL
plc_01m0n2yy0fqhe7zdn2p10z214m	2650498	East Boldon	54.94452	-1.42815	5001	PPL
plc_01m0n2yy0fqhe7zdn2p2ff6en2	2650499	East Bergholt	51.97785	1.01761	2252	PPL
plc_01m0n2yy0fqhe7zdn2p55jjv9f	2650517	Easingwold	54.1201	-1.1939	4358	PPL
plc_01m0n2yy0fqhe7zdn2p5y78g9v	2650518	Easington	54.78528	-1.35917	7193	PPL
plc_01m0n2yy0fqhe7zdn2p9e0p3k9	2650519	Easington	53.65359	0.11501	691	PPLA3
plc_01m0n2yy0fqhe7zdn2pc10mwwz	2650530	Earsham	52.45164	1.41857	882	PPL
plc_01m0n2yy0fqhe7zdn2pfknypwm	2650539	Earlswood	51.22901	-0.17582	5049	PPLX
plc_01m0n2yy0fqhe7zdn2phygj75b	2650541	Earlston	55.63856	-2.67495	1780	PPL
plc_01m0n2yy0fqhe7zdn2pn28wn4q	2650549	Earls Court	51.49159	-0.19801	9104	PPLX
plc_01m0n2yy0fqhe7zdn2pr8zfxfg	2650550	Earls Colne	51.92744	0.70107	3862	PPL
plc_01m0n2yy0fqhe7zdn2pve046as	2650552	Earls Barton	52.26627	-0.75248	5387	PPL
plc_01m0n2yy0fqhe7zdn2pwy375m2	2650558	Earith	52.35422	0.03056	1606	PPL
plc_01m0n2yy0fqhe7zdn2q09bsh3j	2650560	Eardisley	52.14045	-3.00843	550	PPL
plc_01m0n2yy0fqhe7zdn2q25n089d	2650562	Eardington	52.5141	-2.41211	530	PPL
plc_01m0n2yy0fqhe7zdn2q27h90g1	2650563	Earby	53.91546	-2.14285	4538	PPL
plc_01m0n2yy0fqhe7zdn2q421hspz	2650572	Eaglesham	55.74119	-4.27459	3150	PPL
plc_01m0n2yy0fqhe7zdn2q7akkqqb	2650573	Eaglesfield	55.05901	-3.1972	680	PPL
plc_01m0n2yy0fqhe7zdn2q9y22fj5	2650578	Eagle	53.19471	-0.68864	793	PPL
plc_01m0n2yy0fqhe7zdn2qd4f96zt	2650584	Dyserth	53.30032	-3.41262	2594	PPL
plc_01m0n2yy0fqhe7zdn2qg70k9p7	2650588	Dymock	51.97878	-2.43967	592	PPL
plc_01m0n2yy0fqhe7zdn2qgbs5rse	2650589	Dymchurch	51.02544	0.99392	3263	PPL
plc_01m0n2yy0fqhe7zdn2qgqyqjka	2650601	Dyce	57.20522	-2.17676	5730	PPLX
plc_01m0n2yy0fqhe7zdn2qmbrejbk	2650605	Duxford	52.09393	0.15917	2099	PPL
plc_01m0n2yy0fqhe7zdn2qmdykhkq	2650613	Dursley	51.68139	-2.35333	14992	PPL
plc_01m0n2yy0fqhe7zdn2qnx9b8nm	2650628	Durham	54.77676	-1.57566	47785	PPLA2
plc_01m0n2yy0fqhe7zdn2qs44df7c	2650642	Dunvant	51.62535	-4.03458	4383	PPL
plc_01m0n2yy0fqhe7zdn2qtmppm89	2650646	Duntocher	55.92437	-4.41545	7036	PPL
plc_01m0n2yy0fqhe7zdn2qycc8kqn	2650649	Dunswell	53.80106	-0.37139	1682	PPL
plc_01m0n2yy0fqhe7zdn2qzqsj6qg	2650651	Dunston	53.15346	-0.41189	770	PPL
plc_01m0n2yy0fqhe7zdn2r0y8syyd	2650657	Dunstable	51.88571	-0.52288	51973	PPLA3
plc_01m0n2yy0fqhe7zdn2r2xhvx28	2650673	Duns	55.77704	-2.34575	2680	PPL
plc_01m0n2yy0fqhe7zdn2r4ahm426	2650681	Dunoon	55.95031	-4.92734	8160	PPL
plc_01m0n2yy0fqhe7zdn2r70bfa4h	2650686	Dunnington	53.95	-0.25	2987	PPL
plc_01m0n2yy0fqhe7zdn2r8f8v44k	2650688	Dunning	56.31201	-3.58638	930	PPL
plc_01m0n2yy0fqhe7zdn2ra99e8zh	2650709	Dunloy	55.011	-6.41087	1091	PPL
plc_01m0n2yy0fqhe7zdn2rbkz3cyg	2650710	Dunlop	55.71198	-4.53622	1160	PPL
plc_01m0n2yy0fqhe7zdn2rc8nct1z	2650713	Dunkeswell	50.86301	-3.22289	1361	PPL
plc_01m0n2yy0fqhe7zdn2rfnn1s1f	2650716	Dunkeld	56.5655	-3.58559	1330	PPL
plc_01m0n2yy0fqhe7zdn2rk6wyr28	2650718	Dunipace	56.027	-3.91471	2580	PPL
plc_01m0n2yy0fqhe7zdn2rm4t7dar	2650721	Dunholme	53.30067	-0.46541	5625	PPL
plc_01m0n2yy0fqhe7zdn2rp8xwrc4	2650722	Dunham on the Hill	53.24965	-2.793	501	PPL
plc_01m0n2yy0fqhe7zdn2rqtn1mm0	2650726	Dungiven	54.93333	-6.91667	3346	PPL
plc_01m0n2yy0fqhe7zdn2rtn9encj	2650729	Dungannon	54.50344	-6.76723	11935	PPLA2
plc_01m0n2yy0fqhe7zdn2rx5hdx1v	2650731	Dunford Bridge	53.51752	-1.76378	627	PPL
plc_01m0n2yy0fqhe7zdn2rz5aa2gw	2650732	Dunfermline	56.07156	-3.45887	54990	PPL
plc_01m0n2yy0fqhe7zdn2s2td2879	2650739	Dundrum	54.2575	-5.84455	1090	PPL
plc_01m0n2yy0fqhe7zdn2s5a96hjv	2650748	Dundonald	55.57939	-4.59473	2670	PPL
plc_01m0n2yy0fqhe7zdn2s61as4wh	2650749	Dundonald	54.59196	-5.79803	13985	PPL
plc_01m0n2yy0fqhe7zdn2s8z6xgv3	2650752	Dundee	56.46913	-2.97489	148210	PPLA2
plc_01m0n2yy0fqhe7zdn2s8zc2wyf	2650761	Dunchurch	52.33757	-1.29136	2405	PPL
plc_01m0n2yy0fqhe7zdn2sa7n4ahy	2650769	Dunblane	56.18843	-3.96417	9310	PPL
plc_01m0n2yy0fqhe7zdn2sc4s93gf	2650776	Dunbar	56.00062	-2.51418	10270	PPL
plc_01m0n2yy0fqhe7zdn2secqz6en	2650798	Dumfries	55.06959	-3.61139	46500	PPLA2
plc_01m0n2yy0fqhe7zdn2sggwwk88	2650800	Dumbleton	52.02215	-1.97605	576	PPL
plc_01m0n2yy0fqhe7zdn2shh2t116	2650802	Dumbarton	55.94433	-4.57061	19950	PPLA2
plc_01m0n2yy0fqhe7zdn2shn3ey52	2650804	Dulverton	51.04007	-3.55035	1052	PPL
plc_01m0n2yy0fqhe7zdn2skcpjxvw	2650809	Dullatur	55.96791	-4.01064	720	PPL
plc_01m0n2yy0fqhe7zdn2snmh32bd	2650815	Dukinfield	53.47497	-2.08809	21155	PPL
plc_01m0n2yy0fqhe7zdn2sq55vp7w	2650833	Dufftown	57.44571	-3.12708	1660	PPL
plc_01m0n2yy0fqhe7zdn2sv0jp19z	2650836	Duffield	52.98627	-1.48865	4687	PPL
plc_01m0n2yy0fqhe7zdn2syc6ywjc	2650839	Dudley	52.5	-2.08333	199059	PPLA2
